source_id,global_index,image_url,review_count,valid_count,participant_followup_count,max_anomaly_score,mean_anomaly_score,roles,buckets,evidence_axes,axis_match_count,review_tier,priority_candidate,focus_rendered,quality_tier,quality_score,n_obs,amplitude_completed,rebrightening_completed,nonmono_completed,peak_snr,latest_reason
AT2019hbl,855,http://49.233.162.81:8788/all_sample_gp/AT2019hbl_sample_gp.png,1,1,1,3,3.0,"{""data_issue"": 1}","{""new_public_candidate"": 1}","{""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.83,295,2.85,1,0.29,13.7,只有一个波段有信号，SNR很低，可能是数据问题
AT2019jrk,958,http://49.233.162.81:8788/all_sample_gp/AT2019jrk_sample_gp.png,1,1,1,3,3.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""peak_or_bump"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.59,124,0.35,1,0.47,2.8,峰值后出现再次抬起，若两波段同步可能是二次活动或持续能量输入；g-r颜色关系在峰后有明显变化，先查尾部散点是否连续
AT2019jxu,968,http://49.233.162.81:8788/all_sample_gp/AT2019jxu_sample_gp.png,1,1,1,3,3.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.55,117,0.42,0,0.47,1.7,两波段呈现波动，颜色关系在起伏中有变化，若同步可能是持续能量输入；但先查尾部散点是否连续
AT2019kge,976,http://49.233.162.81:8788/all_sample_gp/AT2019kge_sample_gp.png,1,1,1,3,3.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.55,59,0.18,0,0.47,1.7,两波段走势有分化，颜色关系在起伏中发生变化；若两波段同步可能是持续能量输入，但先查尾部散点是否连续
AT2019lrw,1029,http://49.233.162.81:8788/all_sample_gp/AT2019lrw_sample_gp.png,1,1,1,3,3.0,"{""typical"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1}",0,pool,False,False,B_completed_good,0.63,216,1.52,2,0.29,4.6,观测点216次，峰值SNR较低，数据质量一般
AT2019mg,1043,http://49.233.162.81:8788/all_sample_gp/AT2019mg_sample_gp.png,1,1,1,3,3.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""rebrightening"": 1, ""background_or_contamination"": 1, ""context_risk"": 1}",0,pool,False,False,B_completed_good,0.51,259,0.01,0,0.07,0.8,主峰后有再亮迹象，源靠近AGN区域，需查宿主背景
AT2019mif,1048,http://49.233.162.81:8788/all_sample_gp/AT2019mif_sample_gp.png,1,1,1,3,3.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""context_risk"": 1}",0,pool,False,False,B_completed_good,0.62,537,0.18,0,0.41,4.3,主峰后又有抬升趋势，源靠近核区，需要检查宿主背景的影响
AT2019mix,1050,http://49.233.162.81:8788/all_sample_gp/AT2019mix_sample_gp.png,1,1,1,3,3.0,"{""data_issue"": 1}","{""new_public_candidate"": 1}","{""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.64,136,0.84,3,0.66,5.7,只有一个波段有峰值，另一个波段没有同步变化，更像是测光问题而不是真实天体信号
AT2019mnx,1058,http://49.233.162.81:8788/all_sample_gp/AT2019mnx_sample_gp.png,1,1,1,3,3.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""context_risk"": 1}",0,pool,False,False,B_completed_good,0.69,278,0.33,0,0.45,5.5,再亮计数3次，振幅0.7等，host_dlr=1.09，SN_like_broker标记
AT2019mrp,1064,http://49.233.162.81:8788/all_sample_gp/AT2019mrp_sample_gp.png,1,1,1,3,3.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""context_risk"": 1}",0,pool,False,False,B_completed_good,0.63,89,0.49,0,0.33,5.0,峰退下去后又抬起，若两波段同步可能是二次活动或持续能量输入；但源贴近核区，仍要查宿主背景是否把长期活动混进来了
AT2019aawf,541,http://49.233.162.81:8788/all_sample_gp/AT2019aawf_sample_gp.png,1,1,1,2,2.0,"{""data_issue"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""context_risk"": 1, ""sparse_sampling"": 1}",3,pool,False,False,C_imputed_usable,0.5,671,0.08,0,0.55,0.6,两波段都只有低幅度波纹和局部散点团，缺少一次清楚爆发后的共同衰减；结合核区背景，更像长期核区活动或低信噪拟合震荡，建议回看原始散点和宿主位置
AT2018cba,88,http://49.233.162.81:8788/all_sample_gp/AT2018cba_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""color_separation"": 1, ""sparse_sampling"": 1}",2,pool,False,False,B_completed_good,0.61,2086,0.58,18,0.56,3.7,三层(g/r/i)分明但MJD 58400-58600区间采样稀疏，再亮计数高达18次，形态介于规则衰减与结构化起伏之间
AT2018cee,99,http://49.233.162.81:8788/all_sample_gp/AT2018cee_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""rebrightening"": 1, ""color_separation"": 1, ""amplitude"": 1}",2,pool,False,False,A_completed_high,0.87,66,1.57,3,0.44,11.3,g波段初期衰减后反弹约1等，r波段呈双峰结构两峰间距约1.5等，两波段在中间段交叉，振幅约1.5等呈过渡形态
AT2018cld,102,http://49.233.162.81:8788/all_sample_gp/AT2018cld_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""sparse_sampling"": 1}",2,pool,False,False,A_completed_high,0.75,22,0.6,1,0.55,7.4,g波段从19.8向右下延伸到20.4，r波段在19.2-20.0范围，两波段有交叉趋势，振幅0.60等，采样稀疏(仅22点)
AT2018djk,124,http://49.233.162.81:8788/all_sample_gp/AT2018djk_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1}",2,pool,False,False,B_completed_good,0.56,106,0.21,3,0.53,1.8,再亮计数3次呈多次起伏特征，g波段18.2-18.9等与r波段17.7-18.2等分层存在但振幅仅0.2等较小
AT2018egz,147,http://49.233.162.81:8788/all_sample_gp/AT2018egz_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""sparse_sampling"": 1}",2,pool,False,False,B_completed_good,0.71,31,1.2,1,0.65,8.1,g/r两波段呈交叉分布，MJD 58300-58400从约18.8变暗至20.4，振幅1.2等，采样稀疏(31点)但趋势可见
AT2018fyo,176,http://49.233.162.81:8788/all_sample_gp/AT2018fyo_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1}",2,pool,False,False,A_completed_high,0.82,213,0.76,2,0.47,7.6,g波段20.2-21.8与r/i波段20.4-21.4分层，振幅约0.76等，先降后升再波动，双波段同步变化模式，适合复核
AT2018gnw,192,http://49.233.162.81:8788/all_sample_gp/AT2018gnw_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1}",2,pool,False,False,B_completed_good,0.64,127,0.87,11,0.42,5.8,g波段从18.5等降至19.25等后小幅度回升，r波段在18.0至18.75区间波动，i波段在17.75至18.25区间波动，三波段呈现先降后升的复杂形态，再亮计数11次，振幅0.87等
AT2018hr,223,http://49.233.162.81:8788/all_sample_gp/AT2018hr_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",2,pool,False,False,B_completed_good,0.65,31,0.55,4,0.28,11.5,g波段从18.4变暗至19.2，振幅约0.8等；r波段相对稳定在18.4-18.9，两波段在MJD 58400-58500附近有交叠，再亮计数4
AT2018mkz,450,http://49.233.162.81:8788/all_sample_gp/AT2018mkz_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""sparse_sampling"": 1}",2,pool,False,False,C_imputed_usable,0.47,662,0.02,0,0.52,0.2,r band在15.0附近锯齿状波动，g band在15.5附近锯齿状波动；振幅仅0.02等；SNR 0.2信号极弱
AT2018fwh,175,http://49.233.162.81:8788/all_sample_gp/AT2018fwh_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""hit_existing_candidate"": 1}","{""color_separation"": 1, ""amplitude"": 1}",1,focus,True,True,A_completed_high,0.81,98,0.91,0,0.35,13.7,早期(58350-58400)r波段18.0-19.25等、g波段18.25-20.0等，红绿高度重叠，振幅0.91等，dm15约0.67
AT2017ine,10,http://49.233.162.81:8788/all_sample_gp/AT2017ine_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""color_separation"": 1}",1,pool,False,False,A_completed_high,0.83,74,0.51,1,0.6,5.3,r波段呈现先降后升的波动(~17.6-18.2)，g波段跟随下降趋势，两波段出现反向变化的过渡特征
AT2018adp,34,http://49.233.162.81:8788/all_sample_gp/AT2018adp_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.77,94,1.19,1,0.43,9.6,三波段分层清晰，振幅1.19中等偏大，g波段覆盖范围广，整体无峰形但振幅值得关注
AT2018arf,47,http://49.233.162.81:8788/all_sample_gp/AT2018arf_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.71,26,1.17,1,0.45,10.4,g波段先降后升形成谷值，r波段从高亮度向低亮度迁移，两波段颜色关系反转，振幅约1.17，呈过渡形态
AT2018bqk,80,http://49.233.162.81:8788/all_sample_gp/AT2018bqk_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.85,79,0.6,0,0.27,6.7,r波段在MJD 58700-58800区间出现明显上升，从约18.5变亮到约18.0，可能存在再亮现象，振幅约0.60等值得后续复核
AT2018bvy,84,http://49.233.162.81:8788/all_sample_gp/AT2018bvy_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1, ""context_risk"": 1}",1,pool,False,False,B_completed_good,0.57,96,0.14,0,0.47,2.1,r波段在17.0-16.8等之间波动，g波段在17.4-17.8等之间波动，振幅约0.2-0.4等，58800附近有数据聚集，结合AGN/WISE上下文提示，可能存在周期性活动
AT2018cvg,108,http://49.233.162.81:8788/all_sample_gp/AT2018cvg_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.65,217,0.78,8,0.41,6.3,三波段(g/r/i)密集交织，颜色交叉反转，振幅约0.78等，SNR约6.3，形态介于普通衰减和多峰起伏之间，适合复核
AT2018cwy,110,http://49.233.162.81:8788/all_sample_gp/AT2018cwy_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1, ""tail_or_plateau"": 1}",1,pool,False,False,B_completed_good,0.64,121,0.54,1,0.3,5.6,g波段在58300-58400区间先升后降，r波段持续波动，颜色关系有交叉，振幅约0.54等，SNR约5.6，颜色关系变化值得复核
AT2018cxw,112,http://49.233.162.81:8788/all_sample_gp/AT2018cxw_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.85,62,1.5,0,0.0,16.4,g/r波段同步从~17.8变暗到~20.0，振幅约2.2等，衰减趋势一致但振幅偏大，可能处于过渡阶段
AT2018deh,120,http://49.233.162.81:8788/all_sample_gp/AT2018deh_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""color_separation"": 1}",1,pool,False,False,B_completed_good,0.61,36,1.44,2,0.21,5.6,g波段从19.0升至20.2再降至19.5，r波段两端18.8-19.0低于中间段19.4-20.0，两波段在MJD58500附近颜色反转，再亮计数约2次
AT2018dlg,128,http://49.233.162.81:8788/all_sample_gp/AT2018dlg_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.6,198,0.34,2,0.53,3.5,三波段在MJD 58200、58500、58600处形成聚簇，g波段19.5-20.25偏暗、i波段19.0-19.25偏亮，振幅0.34等且有再亮计数2，颜色关系有交叉趋势
AT2018dlo,129,http://49.233.162.81:8788/all_sample_gp/AT2018dlo_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.85,29,1.04,1,0.38,6.3,r波段在MJD 58500附近约18.3等形成明显峰值后衰减，g波段19.8-20.5，振幅1.04等，三波段中等振幅起伏，衰减结构值得复核
AT2018dlu,130,http://49.233.162.81:8788/all_sample_gp/AT2018dlu_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",1,pool,False,False,B_completed_good,0.71,29,0.35,2,0.21,15.3,g波段16.6-17.0、r波段16.0-16.4稳定分层，但MJD 58300-58400区间有明显缺口且见再亮回升，振幅0.35等，有变源上下文提示
AT2018dsj,134,http://49.233.162.81:8788/all_sample_gp/AT2018dsj_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.69,197,0.68,1,0.44,8.3,197观测点g和r在58200-58300和58500-58600区间各形成一组峰，g从18.75下降至19.75，r从18.25上升至19.25呈交叉趋势，i点在两峰之间分布，三波段振幅约0.7等
AT2018eue,158,http://49.233.162.81:8788/all_sample_gp/AT2018eue_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.74,50,0.94,0,0.04,16.0,r波段17.6-18.1范围波动，g波段18.3-19.2与r波段反相振荡，振幅约0.9等，颜色反转特征明显，介于平滑和结构化之间
AT2018foy,168,http://49.233.162.81:8788/all_sample_gp/AT2018foy_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.73,96,0.78,4,0.46,5.6,g与r/i波段在某些时段接近，振幅0.78等，颜色关系变化呈现过渡形态
AT2018gfr,184,http://49.233.162.81:8788/all_sample_gp/AT2018gfr_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""sparse_sampling"": 1}",1,pool,False,False,B_completed_good,0.58,67,0.61,0,0.46,3.5,振幅0.61等，中等振幅；g/r波段在58500前有明显分层，但58500后数据稀疏，仅在58800附近有零星点；亮度衰减约1.5等
AT2018hap,202,http://49.233.162.81:8788/all_sample_gp/AT2018hap_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""color_separation"": 1, ""smooth_control"": 1}",1,pool,False,False,A_completed_high,0.84,216,1.09,0,0.51,9.8,r波段从15.75变亮至17.00后稳定在16.75-17.25，g波段在MJD 58400附近有快速升降波动，i波段在后期58700-58800再次出现数据
AT2018hik,210,http://49.233.162.81:8788/all_sample_gp/AT2018hik_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.76,72,0.71,0,0.24,4.8,r波段在58700-58800区间从18.5降至17.5等(变亮约1等)，g波段在18.5-19.25范围波动；两波段振幅约0.7等，r波段有明显变亮信号
AT2018hpg,220,http://49.233.162.81:8788/all_sample_gp/AT2018hpg_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""color_separation"": 1, ""amplitude"": 1, ""sparse_sampling"": 1}",1,pool,False,False,B_completed_good,0.64,76,0.56,1,0.37,5.5,r波段在MJD 58800附近形成密集簇约16.5等，g波段在MJD 58900处孤立异常点约18.5等，再亮计数1次，振幅0.56等偏小值得跟进
AT2018ian,232,http://49.233.162.81:8788/all_sample_gp/AT2018ian_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1, ""color_separation"": 1}",1,pool,False,False,B_completed_good,0.69,194,0.29,0,0.5,4.3,r波段在MJD 58400-58600区间从18.25升回17.75再波动，g波段有明显峰值后回落，两波段在18.5附近有交叠趋势
AT2018ikc,246,http://49.233.162.81:8788/all_sample_gp/AT2018ikc_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""sparse_sampling"": 1}",1,pool,False,False,B_completed_good,0.67,67,0.61,0,0.13,7.6,g/r双波段分层清晰，振幅约0.61等，数据分两段(MJD58380-58450和MJD58700-58820)，中间MJD58500-58700约200天无数据，可能是采样间隙
AT2018ivi,259,http://49.233.162.81:8788/all_sample_gp/AT2018ivi_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""color_separation"": 1}",1,pool,False,False,B_completed_good,0.61,226,0.32,3,0.58,3.8,再亮计数约3次，g波段14.8→15.2下降，r波段14.0→14.4下降，两波段有交叉趋势
AT2018iw,265,http://49.233.162.81:8788/all_sample_gp/AT2018iw_sample_gp.png,1,1,1,2,2.0,"{""data_issue"": 1}","{""new_public_candidate"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""sparse_sampling"": 1}",1,pool,False,False,C_imputed_usable,0.47,50,0.03,0,0.34,0.6,r波段17.4-17.8，g波段18.2-18.6两段式分布，SNR仅0.6且观测点稀疏约50点，振幅极小0.03等，置信度不足
AT2018iyc,269,http://49.233.162.81:8788/all_sample_gp/AT2018iyc_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""context_risk"": 1, ""background_or_contamination"": 1}",1,pool,False,False,C_imputed_usable,0.58,110,0.46,0,0.41,4.4,g/r两段式分布中间有明显gap，r波段14.6-15.2等，g波段15.4-16.2等，左侧g波段有接近16.2的极低值点，特征提示AGN/WISE上下文
AT2018jbg,274,http://49.233.162.81:8788/all_sample_gp/AT2018jbg_sample_gp.png,1,1,1,2,2.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1}",1,pool,False,False,A_completed_high,0.72,344,0.18,0,0.67,4.3,g波段在MJD 58400/58600/58800附近形成三个明显峰值，整体振幅约0.18等较小但多峰结构清晰，r波段相对平稳分层约0.3等
AT2018khu,330,http://49.233.162.81:8788/all_sample_gp/AT2018khu_sample_gp.png,1,1,1,2,2.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""context_risk"": 1, ""color_separation"": 1}",1,pool,False,False,B_completed_good,0.6,176,0.26,0,0.46,3.9,g/r双波段在MJD58500-58700同步下降后回升，g波段振幅大于r波段，核区/AGN上下文中振幅0.26等，形态介于AGN正常变光与异常事件之间
